geneA	geneB	p-Value	Log Odds Ratio	Association
RBL2	E2F1	0.7233921066415625	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F2	0.27660789335835606	1.3180452605857838	Tendency towards co-occurrence
RBL2	E2F3	0.5170090314741965	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F4	0.8797417664867191	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F5	0.3450925773970062	1.019148117313863	Tendency towards co-occurrence
RBL2	E2F6	0.9381594015741271	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F7	0.6770659444210414	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F8	0.3874853174338801	0.8574502318512216	Tendency towards co-occurrence
RBL2	SRC	0.8245801520783603	-Infinity	Tendency towards mutual exclusivity
RBL2	JAK1	0.6998883919855584	-Infinity	Tendency towards mutual exclusivity
